timestamp,original,statuscode,mimetype,digest
20060721030454,"http://www.millsberry.com:80/shop.phtml?shop_id=9&sortby=541-590,74&p=3",200,text/html,U3HA7UPDPF2BK3JQM3JJKRSRAH5OHRKF
20060715200959,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=4,200,text/html,OX26C7VQUQOUQJXNOSU72BAWSK3TFCVJ
20060715201744,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=11&p=4,200,text/html,CUOWC7VDIHWFRDZGG77E2YRUQSMXSY4U
20060902095103,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=12&p=4,200,text/html,BMSTBFLFWQWVYLTY7FYROKIHJJHFS3RD
20060716012110,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=9&p=4,200,text/html,T3QP22HTZVS7PBKJOEMCSTND6XJ5XKBQ
20061208030454,http://www.millsberry.com:80/shop.phtml?shop_id=10&p=4,200,text/html,3TASP7PVGVUSOW7EMOBDS3RRQMZK4URC
20060721025325,http://www.millsberry.com:80/shop.phtml?shop_id=12&p=4,200,text/html,OZB5PCPZ2B7PQ4IDHFR24GXNVP6ET4DF
20060719083855,http://www.millsberry.com:80/shop.phtml?shop_id=2&p=4,200,text/html,YWGTIBQ6LZE4QWNZDVG6E2WDL22OXH5H
20060719083936,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=4,200,text/html,2R3LVLNGWJW5EWTTSS4AGT27A4X7RKY5
20060716011452,http://www.millsberry.com:80/shop.phtml?shop_id=4&p=4,200,text/html,SK4YJNKP2WSXMAELDMUYKVXRJLUTQKCD
20060902211829,http://www.millsberry.com:80/shop.phtml?shop_id=6&p=4,200,text/html,CJGGNIACPUBGC2RGXY7TF6YTVJSXDQVB
20041125103835,http://www.millsberry.com:80/shop.phtml?shop_id=7&p=4,200,text/html,RLJGXD7ZY4GSFTNKD6YCQI2EE7LT3PTK
20060716031504,http://www.millsberry.com:80/shop.phtml?shop_id=9&p=4,200,text/html,EBWNYJERUXNG65BFE5XA7GXPSD3SOIUR
20060721082410,http://www.millsberry.com:80/shop.phtml?shop_id=9&sortby=501-520&p=4,200,text/html,FE2ZBQUVR2LVH5XYCKWWY22R7AJXCDNL
20060721024822,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=5,200,text/html,4G2QQ6FDVKWMXDHCIE4UI6IXR5RC7WHD
20060902095021,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=11&p=5,200,text/html,2NKUXDIGM4HZ3VKMKH756FWMQRAK3G5G
20070225082040,http://millsberry.com:80/shop.phtml?shop_id=1&sortby=12&p=5,200,text/html,QP6ZUIVKFXD5M2W2L7SLWWK3MBAIICPQ
20060716012123,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=9&p=5,200,text/html,XXQKF6AQO62LDRSU4OMMJVRLQMN4PZ63
20060721115707,http://www.millsberry.com:80/shop.phtml?shop_id=12&p=5,200,text/html,HBDYQJU2B77IZWNGGDL2QZAYOHO7XS5T
20060719083907,http://www.millsberry.com:80/shop.phtml?shop_id=2&p=5,200,text/html,UPGX6Y6U4W2K4M5MA6PCRZB26NGSQTAT
20060721081459,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=5,200,text/html,HQYU2LPGPULQ6CXXC237UG564BKFGI3C
20060716011505,http://www.millsberry.com:80/shop.phtml?shop_id=4&p=5,200,text/html,QNSLLQ4U42EF5FERNSA3N4WF43IRRCHU
20060903010059,http://www.millsberry.com:80/shop.phtml?shop_id=6&p=5,200,text/html,XESARRYE3TN3CTA7YWWSNATBHQDB45C5
20060715201113,http://www.millsberry.com:80/shop.phtml?shop_id=7&p=5,200,text/html,TSZTADUB7OQ5I27TSSPJOPU2JYWF23WF
20060716101330,http://www.millsberry.com:80/shop.phtml?shop_id=8&p=5,200,text/html,HIJYY3JDQWWJS3ZLFIYORBSGXL4743C5
20060716031516,http://www.millsberry.com:80/shop.phtml?shop_id=9&p=5,200,text/html,LXYGRW4FNOWSN6JZ2VR3RQX4LUW36AUW
20060715201012,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=6,200,text/html,AXCKDAYKDLUH2HP3YXOM3LLANNNZME2U
20060716012140,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=9&p=6,200,text/html,HPA2TPYWLRL4RHRAJMOHMF2N46SSEW5Q
